UNLABELED_01,0.074494
UNLABELED_02,0.076445
UNLABELED_03,0.078138
UNLABELED_04,0.068863
UNLABELED_05,0.068938
UNLABELED_06,0.068955
UNLABELED_07,0.076173
UNLABELED_08,0.073857
UNLABELED_09,0.077536
UNLABELED_10,0.078193
UNLABELED_11,0.075245
UNLABELED_12,0.086288
UNLABELED_13,0.068862
UNLABELED_14,0.074381
UNLABELED_15,0.077558
UNLABELED_16,0.068925
UNLABELED_17,0.005481
UNLABELED_18,0.068879
UNLABELED_19,0.005675
UNLABELED_20,0.004686
UNLABELED_21,0.007222
UNLABELED_22,0.068862
UNLABELED_23,0.07753
UNLABELED_24,0.004475
UNLABELED_25,0.071591
UNLABELED_26,0.010282
UNLABELED_27,0.065216
UNLABELED_28,0.06084
UNLABELED_29,0.062531
UNLABELED_30,0.006528
UNLABELED_31,0.076132
UNLABELED_32,0.011059
UNLABELED_33,0.066467
UNLABELED_34,0.065691
UNLABELED_35,0.066636
UNLABELED_36,0.065691
UNLABELED_37,0.066837
UNLABELED_38,0.065691
UNLABELED_39,0.068502
UNLABELED_40,0.10045
UNLABELED_41,0.083666
UNLABELED_42,0.087174
UNLABELED_43,0.031512
UNLABELED_44,0.02184
UNLABELED_45,0.076823
UNLABELED_46,0.016124
UNLABELED_47,0.067094
UNLABELED_48,0.078003
UNLABELED_49,0.079666
UNLABELED_50,0.06882
UNLABELED_51,0.071948
UNLABELED_52,0.071016
UNLABELED_53,0.068873
UNLABELED_54,0.012582
UNLABELED_55,0.018318
UNLABELED_56,0.074646
UNLABELED_57,0.068014
UNLABELED_58,0.068916
UNLABELED_59,0.083729
UNLABELED_60,0.079393
UNLABELED_61,0.06889
UNLABELED_62,0.075671
UNLABELED_63,0.069863
UNLABELED_64,0.062379
UNLABELED_65,0.071437
UNLABELED_66,0.075996
UNLABELED_67,0.079398
UNLABELED_68,0.079468
UNLABELED_69,0.075573
UNLABELED_70,0.07908
UNLABELED_71,0.079029
UNLABELED_72,0.42375
UNLABELED_73,0.80156
UNLABELED_74,0.49128
UNLABELED_75,0.84304
UNLABELED_76,0.2299
UNLABELED_77,0.15942
UNLABELED_78,0.89093
UNLABELED_79,0.11109
UNLABELED_80,0.58256
UNLABELED_81,0.22327
UNLABELED_82,0.10506
UNLABELED_83,0.080034
UNLABELED_84,0.051701
UNLABELED_85,0.070223
UNLABELED_86,0.069657
UNLABELED_87,0.078629
UNLABELED_88,0.093692
UNLABELED_89,0.074509
UNLABELED_90,0.053144
UNLABELED_91,0.027508
UNLABELED_92,0.009238
UNLABELED_93,0.042927
UNLABELED_94,0.078164
UNLABELED_95,0.068831
UNLABELED_96,0.26368
UNLABELED_97,0.068874
UNLABELED_98,0.11243
UNLABELED_99,0.097329
UNLABELED_100,0.096657
UNLABELED_101,0.11259
UNLABELED_102,0.086786
UNLABELED_103,0.015112
UNLABELED_104,0.030212
UNLABELED_105,0.029407
UNLABELED_106,0.057402
UNLABELED_107,0.078276
UNLABELED_108,0.068876
UNLABELED_109,0.081785
UNLABELED_110,0.08456
UNLABELED_111,0.068873
UNLABELED_112,0.079315
UNLABELED_113,0.06457
UNLABELED_114,0.078456
UNLABELED_115,0.079312
UNLABELED_116,0.07797
UNLABELED_117,0.13868
UNLABELED_118,0.035119
UNLABELED_119,0.042392
UNLABELED_120,0.10761
UNLABELED_121,0.099598
UNLABELED_122,0.069874
UNLABELED_123,0.12149
UNLABELED_124,0.012179
UNLABELED_125,0.063441
UNLABELED_126,0.011462
UNLABELED_127,0.011172
UNLABELED_128,0.1574
UNLABELED_129,0.27194
UNLABELED_130,0.078
UNLABELED_131,0.068873
UNLABELED_132,0.075279
UNLABELED_133,0.079527
UNLABELED_134,0.035357
UNLABELED_135,0.14212
UNLABELED_136,0.48026
UNLABELED_137,0.060196
UNLABELED_138,0.080997
UNLABELED_139,0.23043
UNLABELED_140,0.024865
UNLABELED_141,0.045168
UNLABELED_142,0.19037
UNLABELED_143,0.37821
