MINORITY_01,0.99997
MINORITY_02,0.99995
MINORITY_03,0.99976
MINORITY_04,0.99957
MINORITY_05,0.99942
MINORITY_06,0.98762
MINORITY_07,0.99871
MINORITY_08,0.99819
MINORITY_09,0.99561
MINORITY_10,0.99562
MINORITY_11,0.97115
MINORITY_12,0.99006
MINORITY_13,0.99129
MINORITY_14,0.95411
MINORITY_15,0.90319
MINORITY_16,0.95724
MINORITY_17,0.56762
MINORITY_18,0.56805
MINORITY_19,0.57015
MINORITY_20,0.87643
MINORITY_21,0.85386
MINORITY_22,0.76251
MINORITY_23,0.85487
MINORITY_24,0.95905
MINORITY_25,0.87454
MINORITY_26,0.96543
MINORITY_27,0.49348
MINORITY_28,0.91055
MINORITY_29,0.086749
MINORITY_30,0.086761
MINORITY_31,0.086626
MINORITY_32,0.13819
MINORITY_33,0.13805
MINORITY_34,0.087015
MINORITY_35,0.13796
MINORITY_36,0.13866
MINORITY_37,0.087159
MINORITY_38,0.086258
MINORITY_39,0.13783
MINORITY_40,0.13783
MINORITY_41,0.086068
MINORITY_42,0.13762
MINORITY_43,0.13761
MINORITY_44,0.087418
MINORITY_45,0.90777
MINORITY_46,0.13906
MINORITY_47,0.087513
MINORITY_48,0.085848
MINORITY_49,0.085798
MINORITY_50,0.085759
MINORITY_51,0.085752
MINORITY_52,0.13926
MINORITY_53,0.085717
MINORITY_54,0.13933
MINORITY_55,0.9087
MINORITY_56,0.085589
MINORITY_57,0.13941
MINORITY_58,0.13943
MINORITY_59,0.087912
MINORITY_60,0.77124
MINORITY_61,0.08799
MINORITY_62,0.13957
MINORITY_63,0.085406
MINORITY_64,0.088236
MINORITY_65,0.085378
MINORITY_66,0.1367
MINORITY_67,0.13669
MINORITY_68,0.088342
MINORITY_69,0.14483
MINORITY_70,0.1453
MINORITY_71,0.14013
MINORITY_72,0.088582
MINORITY_73,0.085263
MINORITY_74,0.14019
MINORITY_75,0.14468
MINORITY_76,0.49006
MINORITY_77,0.085224
MINORITY_78,0.088755
MINORITY_79,0.13623
MINORITY_80,0.088833
MINORITY_81,0.14042
MINORITY_82,0.14445
MINORITY_83,0.085171
MINORITY_84,0.088973
MINORITY_85,0.085134
MINORITY_86,0.089006
MINORITY_87,0.8913
MINORITY_88,0.089058
MINORITY_89,0.089058
MINORITY_90,0.15153
MINORITY_91,0.089101
MINORITY_92,0.1442
MINORITY_93,0.085074
MINORITY_94,0.13583
MINORITY_95,0.089224
MINORITY_96,0.089249
MINORITY_97,0.089364
MINORITY_98,0.15121
MINORITY_99,0.089395
MINORITY_100,0.089486
MINORITY_101,0.14629
MINORITY_102,0.0849
MINORITY_103,0.14127
MINORITY_104,0.14128
MINORITY_105,0.089745
MINORITY_106,0.15295
MINORITY_107,0.084851
MINORITY_108,0.13516
MINORITY_109,0.089913
MINORITY_110,0.14158
MINORITY_111,0.80636
MINORITY_112,0.090063
MINORITY_113,0.15322
MINORITY_114,0.090121
MINORITY_115,0.090146
MINORITY_116,0.14172
MINORITY_117,0.13483
MINORITY_118,0.090185
MINORITY_119,0.56241
MINORITY_120,0.090292
MINORITY_121,0.14704
MINORITY_122,0.15351
MINORITY_123,0.090434
MINORITY_124,0.14719
MINORITY_125,0.14719
MINORITY_126,0.1345
MINORITY_127,0.1345
MINORITY_128,0.090547
MINORITY_129,0.14278
MINORITY_130,0.14271
MINORITY_131,0.090688
MINORITY_132,0.090692
MINORITY_133,0.15388
MINORITY_134,0.14232
MINORITY_135,0.14256
MINORITY_136,0.090807
MINORITY_137,0.14756
MINORITY_138,0.13419
MINORITY_139,0.14243
MINORITY_140,0.090871
MINORITY_141,0.14766
MINORITY_142,0.14767
MINORITY_143,0.14962
MINORITY_144,0.14775
MINORITY_145,0.15423
MINORITY_146,0.14943
MINORITY_147,0.091219
MINORITY_148,0.13377
MINORITY_149,0.084378
MINORITY_150,0.091304
MINORITY_151,0.15447
MINORITY_152,0.091314
MINORITY_153,0.08436
MINORITY_154,0.091347
MINORITY_155,0.091362
MINORITY_156,0.084333
MINORITY_157,0.09145
MINORITY_158,0.1482
MINORITY_159,0.0915
MINORITY_160,0.14906
MINORITY_161,0.14835
MINORITY_162,0.13339
MINORITY_163,0.14898
MINORITY_164,0.084249
MINORITY_165,0.14841
MINORITY_166,0.091684
MINORITY_167,0.9618
MINORITY_168,0.1549
MINORITY_169,0.14852
MINORITY_170,0.14852
MINORITY_171,0.13317
MINORITY_172,0.084181
MINORITY_173,0.091866
MINORITY_174,0.15506
MINORITY_175,0.091953
MINORITY_176,0.092036
MINORITY_177,0.084068
MINORITY_178,0.084052
MINORITY_179,0.092254
MINORITY_180,0.88982
MINORITY_181,0.57621
MINORITY_182,0.092369
MINORITY_183,0.5
MINORITY_184,0.092437
MINORITY_185,0.08396
MINORITY_186,0.092563
MINORITY_187,0.092619
MINORITY_188,0.092644
MINORITY_189,0.13277
MINORITY_190,0.092801
MINORITY_191,0.15597
MINORITY_192,0.092821
MINORITY_193,0.156
MINORITY_194,0.08385
MINORITY_195,0.083828
MINORITY_196,0.083809
MINORITY_197,0.093019
MINORITY_198,0.09309
MINORITY_199,0.093121
MINORITY_200,0.093177
MINORITY_201,0.15651
MINORITY_202,0.09339
MINORITY_203,0.083645
MINORITY_204,0.093465
MINORITY_205,0.80292
MINORITY_206,0.093503
MINORITY_207,0.13251
MINORITY_208,0.093549
MINORITY_209,0.093636
MINORITY_210,0.15681
MINORITY_211,0.093663
MINORITY_212,0.13246
MINORITY_213,0.13245
MINORITY_214,0.1569
MINORITY_215,0.0938
MINORITY_216,0.7743
MINORITY_217,0.13238
MINORITY_218,0.093978
MINORITY_219,0.093998
MINORITY_220,0.15736
MINORITY_221,0.1574
MINORITY_222,0.094246
MINORITY_223,0.094252
MINORITY_224,0.15741
MINORITY_225,0.083375
MINORITY_226,0.094319
